# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "example_data/genome/mm10_chr19/gencode.vM25.primary_assembly.annotation.ch19.gtf" "-o" "feature_count/counts.s2.strict.txt" "-T" "4" "-g" "gene_id" "-Q" "20" "--minOverlap" "1" "--fracOverlap" "0" "-p" "-B" "-C" "-s" "2" "mapped_reads/KO_D0_1_S2.bam" "mapped_reads/KO_D0_2_S8.bam" "mapped_reads/KO_D2_1_S4.bam" "mapped_reads/KO_D2_2_S10.bam" "mapped_reads/KO_D8_1_S6.bam" "mapped_reads/KO_D8_2_S12.bam" "mapped_reads/WT_D0_1_S1.bam" "mapped_reads/WT_D0_2_S7.bam" "mapped_reads/WT_D2_1_S3.bam" "mapped_reads/WT_D2_2_S9.bam" "mapped_reads/WT_D8_1_S5.bam" "mapped_reads/WT_D8_2_S11.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped_reads/KO_D0_1_S2.bam	mapped_reads/KO_D0_2_S8.bam	mapped_reads/KO_D2_1_S4.bam	mapped_reads/KO_D2_2_S10.bam	mapped_reads/KO_D8_1_S6.bam	mapped_reads/KO_D8_2_S12.bam	mapped_reads/WT_D0_1_S1.bam	mapped_reads/WT_D0_2_S7.bam	mapped_reads/WT_D2_1_S3.bam	mapped_reads/WT_D2_2_S9.bam	mapped_reads/WT_D8_1_S5.bam	mapped_reads/WT_D8_2_S11.bam
ENSMUSG00000024937.15	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	5707376;5708049;5708050;5708055;5708326;5708556;5708556;5708556;5708556;5708556;5708758;5708758;5708758;5708758;5708758;5710211;5710211;5710211;5710211;5710211;5710574;5710574;5710574;5710574;5710574;5710793;5710793;5710793;5710793;5710969;5710969;5710969;5710969;5715796;5715796;5715796;5715796;5715796;5716388;5716896;5716896;5716896;5716896;5716896;5716896;5717039;5717039;5717039;5717039;5717039;5717039;5717662;5719948;5720185;5720564;5720564;5720564;5720686;5720686;5720809;5720809;5720809;5720809;5720809;5720972;5721442;5721442;5721442;5721442;5721442;5721667;5721667;5721667;5721667;5721667;5721957;5721957;5721957;5721957;5721957;5722646;5722646;5722646;5722646;5722646;5722950;5722950;5722950;5722950;5722950;5725917;5725917;5725917;5725917;5725917	5708425;5708425;5708425;5708425;5708425;5708670;5708670;5708670;5708670;5708670;5708831;5708831;5708831;5708831;5708831;5710369;5710310;5710310;5710310;5710310;5710670;5710697;5710697;5710697;5710697;5710848;5710848;5710848;5710848;5711038;5711038;5711038;5711038;5716494;5716494;5716494;5716494;5716494;5716494;5716944;5716944;5716944;5716944;5716944;5716944;5717196;5717703;5717196;5717196;5717196;5717196;5720407;5720407;5720407;5720726;5720726;5720726;5720726;5720726;5720877;5720877;5720877;5720877;5720877;5721007;5721584;5721584;5721584;5721584;5721584;5721845;5721845;5721845;5721845;5721845;5722010;5722010;5722010;5722010;5722010;5722741;5722741;5722741;5722741;5722741;5723007;5723007;5723007;5723007;5723007;5726281;5726275;5726270;5726270;5726317	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6964	6824	6372	2653	3628	6103	5858	6718	6096	2617	2984	5451	6266
ENSMUSG00000089766.1	chr19;chr19	5727206;5731317	5727336;5731627	+;+	442	3	1	0	0	0	0	2	1	1	2	0	4
ENSMUSG00000024939.6	chr19;chr19;chr19;chr19;chr19;chr19	5728087;5728087;5728087;5729237;5729237;5729237	5728868;5728829;5728878;5729653;5729633;5729651	-;-;-;-;-;-	1209	0	0	0	0	0	0	1	0	0	0	2	0
ENSMUSG00000118125.1	chr19;chr19;chr19;chr19;chr19	5728088;5729237;5731241;5731444;5731676	5728868;5730712;5731325;5731595;5731713	-;-;-;-;-	2532	50	29	61	53	36	39	44	31	33	56	24	13
ENSMUSG00000079478.9	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	5730303;5730307;5730307;5730411;5730892;5731134;5731241;5731241;5731241;5731439;5731444;5731444;5731444;5731676;5731676;5731676	5730712;5730712;5730712;5730712;5731325;5731325;5731325;5731325;5731660;5731595;5731595;5731475;5731595;5731699;5731732;5731727	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1236	8	11	5	2	8	7	6	13	2	13	5	8
ENSMUSG00000024940.11	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	5740904;5740904;5741335;5741335;5742357;5742459;5743903;5745440;5745440;5745440;5745440;5745733;5745918;5745918;5745969;5745980;5746299;5746299;5746299;5746299;5746299;5746643;5746643;5746643;5746643;5746643;5746901;5746901;5746901;5747413;5747413;5747413;5747413;5747671;5747671;5747671;5747671;5748575;5748575;5748575;5748575;5748666;5748666;5748666;5748870;5748870;5748870;5750651;5750949;5750949;5750949;5750949;5751172;5751172;5751172;5751172;5751172;5751399;5751399;5751399;5751754;5751754;5751754;5751754;5752019;5752019;5752019;5752019;5753633;5753633;5753633;5753929;5753929;5753929;5755062;5755546;5755546;5755616;5755932;5755932;5755932;5755932;5756247;5756247;5756247;5756247;5756584;5756584;5756584;5756584;5756794;5756794;5756794;5756794;5756794;5756970;5757035;5757035;5757311;5757311;5757311;5757311;5757311;5757532;5757547;5757547;5757547;5757547;5757547;5757555;5757711;5757711;5757711;5757711;5757711;5757711;5757711;5757941;5757941;5757941;5757941	5740985;5740985;5742562;5742562;5742562;5742562;5746120;5745883;5745769;5745769;5745769;5745769;5746120;5746120;5746120;5746120;5746404;5746404;5746404;5746404;5746404;5746703;5747023;5746735;5746735;5746735;5747023;5747023;5747023;5747571;5747571;5747571;5747571;5747856;5747856;5747856;5747856;5748591;5748968;5748591;5748591;5748738;5748738;5748738;5748968;5748968;5748968;5751074;5751074;5751074;5751074;5751074;5751245;5751303;5751527;5751303;5751303;5751527;5751527;5751527;5751876;5751876;5751876;5751876;5752141;5752450;5752141;5752141;5753755;5753755;5753755;5754048;5754048;5754330;5755674;5755674;5755674;5755674;5756099;5756099;5756099;5756099;5756330;5756330;5756330;5756330;5756712;5756712;5756712;5756712;5756931;5756931;5756931;5756931;5756931;5757472;5757175;5757175;5757472;5757472;5757472;5757472;5757472;5757627;5757627;5757627;5757627;5757627;5757627;5757627;5757770;5757830;5757776;5757842;5757842;5757842;5757842;5758233;5758532;5758531;5758532	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9069	8978	13454	9484	11032	8028	6131	7683	13175	8308	8663	6302	6707
ENSMUSG00000024941.9	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	5758351;5758424;5758427;5758663;5758800;5758800;5758800;5758800;5758940;5758940;5758940;5758941;5759271;5759271;5759271;5759271;5759271;5759275;5759665;5759665;5759665;5759665;5759665;5759665;5759981;5759981;5759981;5759981;5759981;5760533;5760533;5760533;5760533;5760713;5760713;5760713;5760713;5760713;5761485;5761653;5761653;5761653;5761653;5761653;5764669;5764669;5764669;5764669;5764669;5765310;5765310;5765310;5765310;5765310;5766158;5766158;5766158;5766158;5766158;5769469;5769469;5769469;5769469;5769526;5769537;5769721;5769721;5769721;5769721;5769721;5769721;5769788;5770005;5770203;5770203;5770203;5770203;5770203;5770230;5770317;5770391;5770448;5770493;5770643;5770723;5770723;5770723;5770723;5770723;5770723;5770723;5771220;5771220;5771220;5771220;5771220;5771220;5771220;5771220	5758696;5758696;5758696;5758696;5758860;5758860;5759146;5758860;5759146;5759146;5759146;5759146;5759342;5759339;5759342;5759342;5759342;5759339;5759804;5759804;5759974;5759753;5759804;5759804;5760047;5760145;5760145;5760145;5760145;5760608;5760608;5760608;5760608;5760901;5760901;5760901;5760901;5760901;5761808;5761776;5761808;5761808;5761808;5761808;5764782;5764782;5764782;5764782;5764782;5765417;5765417;5765417;5765417;5765417;5766233;5766316;5766316;5766316;5766316;5769624;5769624;5769624;5769624;5769624;5769624;5769811;5769811;5769811;5769811;5769811;5769811;5769811;5770292;5770352;5770552;5770552;5770552;5770552;5770552;5770552;5770863;5770552;5770552;5770863;5770947;5770863;5770863;5770863;5770863;5770863;5770863;5771253;5771352;5771267;5771369;5771398;5771401;5771401;5771419	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3600	2515	1170	2175	2547	2370	2280	2620	1257	2102	2251	2014	2522
ENSMUSG00000092341.3	chr19;chr19;chr19;chr19;chr19;chr19;chr19	5795690;5795691;5795694;5796389;5797004;5801916;5802238	5802672;5795785;5795785;5796952;5797464;5801966;5802671	-;-;-;-;-;-;-	6983	16444	28238	19884	25951	23355	24656	13701	29609	12209	20234	21149	26004
ENSMUSG00000098462.1	chr19	5799000	5799085	-	86	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102349.1	chr19	5801941	5802393	+	453	14	4	12	9	5	9	10	1	2	9	9	10
ENSMUSG00000098865.1	chr19	5824652	5824707	-	56	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092274.3	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	5824708;5825315;5826201;5827660;5842307;5843681;5844578;5844925;5844925;5845207	5845478;5825571;5826301;5828012;5844758;5844434;5844758;5844966;5845476;5845259	-;-;-;-;-;-;-;-;-;-	20771	3791	11067	4797	7557	7453	10490	3442	12443	5123	6143	6555	11080
ENSMUSG00000098543.1	chr19	5844286	5844437	-	152	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098974.1	chr19	5844638	5844747	-	110	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098986.1	chr19	5844916	5845037	-	122	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043488.5	chr19;chr19;chr19;chr19	5845623;5848508;5851001;5851001	5845750;5848603;5851388;5851372	+;+;+;+	612	4	3	6	0	17	24	0	2	2	0	10	16
ENSMUSG00000024816.12	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	5849702;5856585;5862116;5862251;5863224;5863224;5865069;5865184;5865270;5869437;5869437;5869437;5869736;5869736;5869736;5870011;5870011;5870011;5873169;5873169;5873169;5874710;5874710;5875091;5875091	5852742;5856789;5862394;5862394;5863682;5863347;5865293;5865293;5865293;5869603;5869603;5869603;5869794;5869794;5869794;5870112;5870112;5870112;5873336;5873430;5873336;5874808;5874794;5875239;5875274	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5082	2875	871	2274	2169	2224	2285	2631	843	1962	1829	1765	2441
ENSMUSG00000024818.15	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	5877808;5877817;5877817;5877826;5877861;5878607;5878628;5878656;5879849;5879849;5879849;5879849;5879849;5879849;5880085;5880085;5880085;5880085;5880085;5880085;5880085;5880440;5880440;5880440;5880440;5880440;5880440;5880440;5884345;5884345;5884345;5884345;5884345;5884345;5884723;5884723;5884723;5884723	5878095;5878691;5878691;5878095;5878095;5878691;5878691;5878691;5879892;5879892;5879892;5879892;5879892;5879892;5880160;5880198;5880156;5880156;5880156;5880156;5880156;5880625;5880596;5880625;5880625;5880625;5880625;5880625;5884485;5884603;5884603;5885766;5884603;5884603;5885878;5885766;5885766;5884884	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2762	502	196	512	548	520	527	417	193	488	417	459	572
ENSMUSG00000044390.5	chr19;chr19;chr19;chr19	5891138;5891143;5893970;5893970	5893114;5893117;5894107;5894149	-;-;-;-	2160	10	6	16	11	8	14	7	9	13	19	7	9
ENSMUSG00000024826.15	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	5896516;5897387;5897387;5897387;5898543;5899324;5901217;5901217;5901217;5901217;5901217;5902104;5902104;5902104;5902104;5902104;5902104;5902363;5902363;5902363;5902363;5902363;5902363;5902631;5902631;5902631;5902631;5902631;5903731;5904147;5904240;5904240;5904240;5904240;5904454;5904454;5904454;5904454;5904454;5905126;5905389;5905389;5905389;5905389;5905389;5905537;5906524;5906524;5906524;5906524;5906524;5906524;5906524;5907001;5907001;5907001;5907001;5907001;5907001;5907001;5911826;5912741;5912741;5912741;5912741;5912741;5912982	5898631;5898631;5898631;5898631;5898631;5901298;5901298;5901298;5901298;5901298;5901298;5902216;5902216;5902216;5902216;5902216;5902216;5902441;5902491;5902491;5902491;5902434;5902491;5903332;5902768;5902768;5902768;5902768;5903772;5904318;5904318;5904312;5904318;5904318;5904546;5904546;5904546;5904546;5904546;5905552;5905552;5905552;5905552;5905552;5905552;5905552;5906631;5906631;5906631;5906631;5906631;5906631;5906631;5907161;5907161;5907161;5907161;5907072;5907059;5907161;5912128;5912807;5912769;5912777;5912792;5912871;5913010	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6501	1575	854	1579	1599	1709	1548	1523	980	1508	1409	1407	1589
ENSMUSG00000110156.2	chr19;chr19;chr19;chr19;chr19	5912822;5912953;5912987;5914198;5914537	5913072;5913072;5914829;5914593;5914826	+;+;+;+;+	2008	19	4	31	47	24	22	23	5	40	29	12	20
ENSMUSG00000045664.5	chr19;chr19	5915636;5924764	5918993;5924816	-;-	3411	496	409	324	444	596	420	539	400	311	353	523	621
ENSMUSG00000024833.15	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	5940542;5940897;5941107;5941683;5941996;5941996;5941996;5942350;5942350;5942350;5942350;5942350;5943223;5943223;5943223;5943223;5943266;5943555;5943555;5943555;5943555;5943555;5946276;5946470;5946470;5946470;5946470;5947704;5947704;5947704;5947704;5947704;5948402;5948402;5948402;5948402;5948402;5948412;5949852;5949858;5950446;5950446;5950446;5950446;5950446;5951142;5951142;5951142;5951142;5951142;5951631;5951631;5951631;5951631;5951631;5951631;5951631;5951906;5953065;5953065;5953065;5953065;5953065;5953065;5953691;5953691;5953691;5953691;5953691;5953691;5953691;5953806;5956008;5956008;5956008;5956008;5956008;5956008;5956008;5956681;5958818;5958818;5958818;5958818;5958818;5958818;5958818;5959033;5959033;5959033;5959033;5959033;5959033;5959033;5961091;5961091;5961091;5961091;5961091;5961091;5961091;5961091;5963294;5963826;5963826;5963826;5963826;5963826;5963826;5963826;5963826	5941017;5941017;5941552;5942122;5942122;5942122;5942122;5942409;5942409;5942409;5942719;5942409;5943329;5943329;5943329;5943329;5943329;5943663;5943868;5943663;5943663;5943663;5946543;5946543;5946543;5946543;5946543;5947742;5947742;5947742;5947742;5947742;5948526;5949006;5948526;5948526;5948526;5948526;5951204;5951204;5950488;5950488;5950488;5950488;5950488;5951204;5951204;5951204;5951204;5951204;5951786;5951786;5951786;5951786;5951786;5951786;5951786;5952184;5953153;5953153;5953153;5953153;5953153;5953153;5953884;5953884;5953884;5953884;5953862;5953884;5953884;5953884;5956114;5956114;5956114;5956114;5956114;5956114;5956114;5959124;5958875;5958875;5958875;5958875;5958875;5958875;5958875;5959124;5959124;5959124;5959124;5959124;5959124;5959124;5961186;5961215;5961186;5961186;5961215;5961215;5961215;5961215;5963398;5964163;5964164;5964148;5964169;5964152;5964169;5964202;5964202	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8294	212	97	527	548	206	169	214	89	497	450	220	164
ENSMUSG00000037451.8	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	5970234;5971399;5971719;5972856;5980360;5980360;5981630;5981630;5982833;5984798;5984798;5985580;5985580;5985766;5985766	5970553;5971605;5971827;5973070;5980475;5980475;5981753;5981753;5983001;5984952;5984952;5985683;5985683;5986143;5986143	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1897	0	0	0	0	2	2	0	0	0	0	1	8
ENSMUSG00000024942.17	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	5988545;5988546;5989992;5989992;5990010;5990338;5990338;5990338;5991539;5991539;5991539;5991856;5991856;5991856;5992350;5992350;5992350;5993874;5993874;5993874;5994021;5994021;5994021;5994560;5994560;5994560;5994679;5994679;5994679;5996779;5996779;5996779;5997691;5997691;5997691;6007252;6007252;6007252;6007500;6007500;6007500;6008676;6008676;6008676;6009087;6009087;6009087;6011015;6011015;6011015;6011297;6011297;6011297;6011297;6011376;6013589;6013589;6013589;6013589;6013589;6013996;6013996;6013996;6013996;6013996;6014201;6014201;6014201;6014201;6014201;6014231;6015106;6015106;6015298;6015736;6015736;6015736	5989387;5989387;5990050;5990050;5990050;5990454;5990454;5990454;5991617;5991617;5991617;5991924;5991924;5991924;5992414;5992414;5992414;5993931;5993931;5993931;5994086;5994086;5994086;5994599;5994599;5994599;5994887;5994887;5994887;5996790;5996790;5996790;5997866;5997866;5997866;6007412;6007412;6007412;6007574;6007574;6007574;6008761;6008761;6008761;6009170;6009170;6009170;6011183;6011183;6011183;6011430;6011430;6011430;6011430;6011430;6013707;6013707;6013707;6013707;6013707;6014065;6014065;6014065;6014065;6014065;6014267;6014468;6014468;6014468;6014468;6014502;6015203;6015206;6015385;6015789;6015897;6015825	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3344	2129	1165	2380	1902	2734	2376	2032	1201	2334	1760	2028	2563
ENSMUSG00000097404.2	chr19;chr19;chr19;chr19;chr19	6012620;6014229;6014869;6016317;6017798	6012684;6014356;6015812;6016483;6018462	+;+;+;+;+	1969	11	3	17	9	11	12	8	4	14	9	21	16
ENSMUSG00000118194.1	chr19	6027538	6027865	-	328	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094281.1	chr19	6044691	6044822	-	132	15	9	17	15	13	13	15	8	14	18	13	11
ENSMUSG00000024807.18	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	6046576;6046638;6046662;6047061;6047065;6047080;6047085;6047104;6047917;6047917;6047917;6047917;6047917;6047917;6047917;6047917;6048275;6048275;6048275;6048275;6048275;6048275;6048275;6048275;6048455;6048455;6048455;6048455;6048455;6048455;6048455;6048695;6048695;6048695;6048695;6048695;6049150;6049150;6049150;6049150;6049150;6049150;6049150;6049771;6049771;6049771;6049771;6049992;6049992;6049992;6049992;6049992;6050170;6050170;6050170;6050170;6050170;6050170;6050325;6050325;6050325;6050325;6050325;6050325;6050522;6050522;6050522;6050522;6050522;6050522;6050941;6050941;6050941;6050941;6051155;6051155;6051155;6051155;6051155;6051393;6051393;6051393;6051393;6051393;6051393;6052328;6052328;6052328;6052328;6052328;6052328;6052548;6052548;6052548;6052560	6047128;6046981;6047128;6047128;6047128;6047330;6047128;6047128;6048065;6048065;6048065;6048065;6048065;6048065;6048065;6048065;6048367;6048367;6048367;6048367;6048607;6048367;6048367;6048367;6048743;6048607;6048607;6048743;6048607;6048607;6048607;6048743;6048743;6048743;6048743;6048743;6049651;6049253;6050091;6049897;6049253;6049203;6049253;6049897;6049897;6049897;6049897;6050091;6050091;6050091;6050091;6050091;6050235;6050235;6050235;6050235;6050235;6050235;6050441;6050441;6050441;6050441;6050441;6050441;6050685;6050685;6051310;6051069;6050685;6050685;6051069;6051069;6051069;6051069;6051310;6051310;6051310;6051310;6051310;6051579;6051579;6051579;6051579;6051579;6051579;6052479;6052479;6053711;6053711;6052479;6052479;6053709;6053709;6053712;6053709	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4859	2636	770	1562	1932	1794	1486	2927	888	1555	1788	1655	1665
ENSMUSG00000098928.1	chr19	6051334	6051392	+	59	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000007338.10	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	6053622;6053897;6054931;6055076;6055076;6056929;6056929;6057040;6057659;6057659;6057659	6054982;6054982;6055200;6055200;6055200;6057079;6057079;6057098;6057745;6057758;6057785	-;-;-;-;-;-;-;-;-;-;-	1876	433	276	934	941	561	473	351	275	831	938	516	530
ENSMUSG00000118496.1	chr19	6055666	6055806	+	141	0	1	0	1	0	0	0	0	0	0	0	0
